location,symbol,unit,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,annual
"Pierre, SD",PA,lb/in2,,,,,,,,,,,,,13.81
"Rapid City, SD",TAN,°F,13.6,16.6,23.8,32.7,43,52.3,59.1,57.6,47.4,35.4,23.4,15.5,35
"Rapid City, SD",TAX,°F,35.5,39,47.3,56.5,66.6,76.4,85.9,85.7,75.5,60.6,46.4,37.2,59.4
"Rapid City, SD",V,mi/hr,9.8,10.7,11.4,12.1,11.6,10.1,9.4,9.4,9.8,10.7,10.3,9.8,10.5
"Rapid City, SD",I,Btu/ft2/day,599,844,1212,1588,1906,2092,2150,1920,1505,1016,619,503,1329
"Rapid City, SD",PA,lb/in2,,,,,,,,,,,,,13.11
"Sioux Falls, SD",TAN,°F,7.9,13.1,23.5,35.4,47.2,57.9,62.5,60.6,50.6,37.8,24.2,12.7,36.1
"Sioux Falls, SD",TAX,°F,25.2,31.2,42.5,57.5,68.9,78.4,82.9,81,73.2,59.6,42.7,29.4,56
"Sioux Falls, SD",V,mi/hr,10.1,10.3,11.2,11.9,11.2,9.8,9.2,8.7,9.6,9.8,10.1,9.8,10.1
"Sioux Falls, SD",I,Btu/ft2/day,507,777,1169,1523,1751,1979,2046,1762,1393,947,576,442,1239
"Sioux Falls, SD",PA,lb/in2,,,,,,,,,,,,,13.95
"Bristol, TN",TAN,°F,27.2,29.5,35.5,44,52.5,61.2,64.9,63.7,56.4,44.7,35.6,28.9,45.3
"Bristol, TN",TAX,°F,45.5,49.2,58,67.9,75.5,82.1,84.6,84.5,78.8,68.8,57.7,47.9,66.7
"Bristol, TN",V,mi/hr,5.4,5.6,6,5.6,4.7,3.8,3.6,2.9,3.1,3.6,4,4.7,4.5
"Bristol, TN",I,Btu/ft2/day,682,901,1249,1616,1853,1928,1885,1780,1483,1128,790,611,1325
"Bristol, TN",PA,lb/in2,,,,,,,,,,,,,13.92
"Chattanooga, TN",TAN,°F,32.7,34.8,41.6,49.7,58.5,66.8,70.6,70,63,50.8,40.5,34.2,51.1
"Chattanooga, TN",TAX,°F,50.4,54.3,63,72.5,79.4,86.1,89.2,89,83,72.8,61.4,51.9,71.1
"Chattanooga, TN",V,mi/hr,5.8,6,6.5,6,4.9,4.3,4.3,3.8,4,4,4.5,5.4,4.9
"Chattanooga, TN",I,Btu/ft2/day,722,965,1295,1662,1859,1950,1915,1796,1471,1170,824,654,1357
"Chattanooga, TN",PA,lb/in2,,,,,,,,,,,,,14.34
"Knoxville, TN",TAN,°F,30.8,33.3,40,48.7,57.3,65.6,69.2,68.3,61.4,49.2,39.3,32.4,49.6
"Knoxville, TN",TAX,°F,47.3,51.4,60.2,69.8,77.5,84.2,87.2,87,81.1,70.4,59.1,49.1,68.7
"Knoxville, TN",V,mi/hr,6.5,6.7,7.2,6.9,6.3,5.4,5.4,4.5,4.7,4.7,5.4,6,5.8
"Knoxville, TN",I,Btu/ft2/day,692,933,1270,1656,1877,1970,1925,1808,1484,1160,798,625,1350
"Knoxville, TN",PA,lb/in2,,,,,,,,,,,,,14.18
"Memphis, TN",TAN,°F,34,37.1,44.7,53.9,63.1,70.9,74.1,73.2,65.8,54.6,43.9,36.2,54.3
"Memphis, TN",TAX,°F,49.7,54.3,62.9,72.4,80.7,88.1,90.8,90.7,84.6,74,61.6,51.7,71.8
"Memphis, TN",V,mi/hr,9.2,9.2,9.8,9.6,8.5,7.4,6.9,6.7,7.2,7.2,8.1,8.7,8.3
"Memphis, TN",I,Btu/ft2/day,696,939,1275,1661,1860,2008,1967,1832,1508,1165,794,626,1361
"Memphis, TN",PA,lb/in2,,,,,,,,,,,,,14.55
"Nashville, TN",TAN,°F,30.5,32.9,40.2,49.3,58.5,66.7,70.8,69.8,62.1,50.3,40.2,32.8,50.3
"Nashville, TN",TAX,°F,47.2,51.5,60.5,70.4,77.9,85.2,88.6,88.6,82.2,71.4,59.5,49.5,69.4
"Nashville, TN",V,mi/hr,8.1,8.1,8.3,8.1,6.7,6,5.8,5.6,5.8,6.3,7.2,7.6,6.9
"Nashville, TN",I,Btu/ft2/day,654,896,1261,1614,1798,1955,1886,1778,1467,1128,772,583,1316
"Nashville, TN",PA,lb/in2,,,,,,,,,,,,,14.39
"Abilene, TX",TAN,°F,34.2,37.8,44.9,52.6,62.1,69.1,72.6,72,64.4,54.6,43.4,35.2,53.6
"Abilene, TX",TAX,°F,56.5,60.6,68,76.6,83.9,89.9,93.6,92.8,85.9,76.8,65.4,57.4,75.6
"Abilene, TX",V,mi/hr,11,11.4,12.5,13.2,11.9,11.2,10.1,8.7,8.9,10.3,10.7,10.7,11
"Abilene, TX",I,Btu/ft2/day,959,1205,1557,1936,2052,2245,2252,2006,1701,1375,1046,902,1603
"Abilene, TX",PA,lb/in2,,,,,,,,,,,,,13.79
"Amarillo, TX",TAN,°F,24.9,28,34.1,42.4,52.8,61.7,65.8,64.8,56.9,45.3,33.2,25.8,44.7
"Amarillo, TX",TAX,°F,50.1,54.4,61.9,70,78.9,87.1,90.5,88.3,81.8,71.3,59,50.1,70.3
"Amarillo, TX",V,mi/hr,12.1,12.5,13.9,14.8,13.6,13.9,12.3,11.6,12.1,12.5,12.5,12.1,12.8
"Amarillo, TX",I,Btu/ft2/day,882,1232,1607,1972,2156,2357,2313,2021,1748,1388,1057,877,1634
"Amarillo, TX",PA,lb/in2,,,,,,,,,,,,,12.95
"Austin, TX",TAN,°F,40.3,43.9,49.9,57.5,66.3,71.9,73.8,73.5,68.2,58.8,48.3,41,57.8
"Austin, TX",TAX,°F,61.6,65.3,71.6,78.9,85.9,91.5,94.4,95.5,89.8,81.4,70.5,63.1,79.1
"Austin, TX",V,mi/hr,8.3,8.7,9.2,8.9,8.5,8.1,7.4,6.5,6.3,6.9,7.6,7.8,7.8
"Austin, TX",I,Btu/ft2/day,868,1085,1368,1699,1812,2094,2135,2023,1645,1313,956,806,1484
"Austin, TX",PA,lb/in2,,,,,,,,,,,,,14.33
"Brownsville, TX",TAN,°F,52.8,56,60.7,66.6,72.7,76.4,76.9,76.8,73.6,67.6,59.9,53.5,66.1
"Brownsville, TX",TAX,°F,70.6,73.7,78.1,82.8,88,91.6,92.8,93.5,89.6,84.7,78,71.6,82.9
"Brownsville, TX",V,mi/hr,10.1,11.2,11.9,12.5,12.1,11,11,9.2,7.4,8.7,9.2,9.6,10.3
"Brownsville, TX",I,Btu/ft2/day,899,1152,1425,1673,1913,2051,2061,1951,1616,1386,1040,846,1501
"Brownsville, TX",PA,lb/in2,,,,,,,,,,,,,14.68
"Corpus Christi, TX",TAN,°F,48.4,51.9,57.3,63.9,70.6,74.5,75.3,75.5,72.5,65.3,56.2,49.6,63.4
"Corpus Christi, TX",TAX,°F,66.9,70.6,75.5,81.1,86.2,90.4,92.4,93.8,89.3,83.7,75.1,68.5,81.1
"Corpus Christi, TX",V,mi/hr,12.1,12.5,13.4,14.1,12.5,10.5,10.7,9.8,9.2,10.7,11.4,11.6,11.6
"Corpus Christi, TX",I,Btu/ft2/day,891,1113,1385,1636,1850,2072,2110,1975,1662,1397,1040,838,1497
"Corpus Christi, TX",PA,lb/in2,,,,,,,,,,,,,14.68
"Dallas-Fort Worth, TX",TAN,°F,37,40.8,47.8,55.8,65.4,72.6,76.3,76.1,68.6,57.8,47.1,38.8,57
"Dallas-Fort Worth, TX",TAX,°F,56.2,60.7,67.8,75.7,83.4,91,95.3,95.3,87.8,78,66.2,57.7,76.3
"Dallas-Fort Worth, TX",V,mi/hr,10.5,10.7,11.9,12.1,11,10.5,9.8,8.5,8.3,9.4,10.3,10.3,10.3
"Dallas-Fort Worth, TX",I,Btu/ft2/day,837,1089,1388,1744,1860,2087,2171,1981,1623,1263,933,795,1481
"Dallas-Fort Worth, TX",PA,lb/in2,,,,,,,,,,,,,14.4
"El Paso, TX",TAN,°F,34.6,38.8,44.3,52.2,62.3,69.8,72.2,70.6,64.5,53.3,40.8,33.9,53.1
"El Paso, TX",TAX,°F,58.2,63.2,70.3,78.7,88.2,95.4,94.4,92.4,87.4,78.3,66.1,57.3,77.5
"El Paso, TX",V,mi/hr,7.8,8.9,10.1,11,10.1,9.2,8.1,7.4,7.4,7.6,7.4,7.4,8.5
"El Paso, TX",I,Btu/ft2/day,1125,1406,1856,2259,2494,2537,2276,2106,1895,1574,1244,1048,1818
"El Paso, TX",PA,lb/in2,,,,,,,,,,,,,12.76
"Houston, TX",TAN,°F,43.8,47,52.7,59.6,67.9,73.4,75.1,74.7,69.9,61,51.2,44.9,60.1
"Houston, TX",TAX,°F,62.6,66.4,72.3,78.7,85.9,90.7,93.1,93.4,88.9,81.2,71.2,64.1,79
"Houston, TX",V,mi/hr,7.8,8.3,8.5,8.9,8.1,6.7,5.8,5.6,6,6.7,7.2,7.6,7.4
"Houston, TX",I,Btu/ft2/day,832,1022,1333,1635,1828,1915,1930,1804,1567,1288,930,767,1404
"Houston, TX",PA,lb/in2,,,,,,,,,,,,,14.65
"Lubbock, TX",TAN,°F,28,31.6,38.2,46.8,57.3,65.4,69,67.5,59.6,48.6,36.6,28.5,48.1
"Lubbock, TX",TAX,°F,54,58.8,66.1,74.7,83.3,90.3,92.3,90.6,84,74.8,62.7,54.6,73.9
"Lubbock, TX",V,mi/hr,11.6,12.3,13.9,14.3,13.6,13,11,9.8,10.1,11,11.4,11.4,11.9
"Lubbock, TX",I,Btu/ft2/day,968,1252,1627,2008,2166,2352,2283,2060,1728,1406,1081,904,1653
"Lubbock, TX",PA,lb/in2,,,,,,,,,,,,,13.07
"Lufkin, TX",TAN,°F,39.3,42.4,48.6,55.6,64.7,70.7,72.8,72.1,66.8,56.5,46.8,40.3,56.4
"Lufkin, TX",TAX,°F,59.8,64,70.5,77.5,84.6,90,93.1,93.6,88.3,79.5,68.8,61.1,77.6
"Lufkin, TX",V,mi/hr,6.9,7.4,7.6,7.6,6.9,5.8,5.4,4.9,5.4,5.8,6.3,6.5,6.5
"Lufkin, TX",I,Btu/ft2/day,796,1027,1342,1686,1856,1988,2043,1915,1590,1275,913,747,1432
"Lufkin, TX",PA,lb/in2,,,,,,,,,,,,,14.55
"Midland, TX",TAN,°F,31.8,35.9,42.1,50.1,60.9,68.5,71,69.7,62.7,52.4,39.8,32.1,51.4
"Midland, TX",TAX,°F,57.4,62.2,69.4,78.4,87.1,93,93.8,92.4,86,77.5,65.6,58.1,76.7
"Midland, TX",V,mi/hr,10.1,11,12.1,12.8,12.3,12.3,10.7,9.6,9.6,10.3,9.8,9.8,11
"Midland, TX",I,Btu/ft2/day,1015,1294,1695,2089,2226,2365,2272,2073,1776,1458,1140,973,1698
"Midland, TX",PA,lb/in2,,,,,,,,,,,,,13.26
"Port Arthur, TX",TAN,°F,44.6,47.7,53.2,60.1,68,73.5,75,74.7,70.6,61.5,51.7,45.7,60.5
"Port Arthur, TX",TAX,°F,61.9,65.3,71.2,77.3,84.3,89.1,91,91.5,87.8,80.2,70.5,63.4,77.8
"Port Arthur, TX",V,mi/hr,9.6,10.1,10.3,10.3,9.2,7.6,6,5.8,7.2,8.1,8.5,9.2,8.5
"Port Arthur, TX",I,Btu/ft2/day,824,1017,1355,1646,1868,1931,1918,1801,1552,1300,955,773,1412
"Port Arthur, TX",PA,lb/in2,,,,,,,,,,,,,14.68
"San Angelo, TX",TAN,°F,34.4,38,45.2,52.8,62.8,69.6,72.1,71.3,64,53.8,42.7,35.1,53.5
"San Angelo, TX",TAX,°F,59.5,63.7,70.7,79.5,87.4,92.4,95.1,94,87.4,78.6,67.4,60.5,78
"San Angelo, TX",V,mi/hr,9.6,10.1,10.7,11.4,10.5,10.1,9.2,8.1,7.8,8.5,9.2,9.4,9.6
"San Angelo, TX",I,Btu/ft2/day,968,1229,1591,1961,2072,2236,2220,2021,1711,1382,1090,921,1617
"San Angelo, TX",PA,lb/in2,,,,,,,,,,,,,13.71
"San Antonio, TX",TAN,°F,42,45.8,51.8,59.1,67.6,73.2,75.2,75.3,69.8,60.8,50.5,43.1,59.5
"San Antonio, TX",TAX,°F,62.9,67.2,73.1,79.9,86.6,91.9,94,95,89.5,81.6,71.3,64.3,79.8
"San Antonio, TX",V,mi/hr,7.6,7.8,8.9,9.4,9.4,9.2,8.5,7.8,6.9,7.4,7.6,7.4,8.1
"San Antonio, TX",I,Btu/ft2/day,893,1083,1377,1682,1821,2059,2081,1961,1640,1323,985,825,1477
"San Antonio, TX",PA,lb/in2,,,,,,,,,,,,,14.27
"Victoria, TX",TAN,°F,44.5,48,53.7,60.5,68.3,73.3,74.8,74.4,70.1,61.6,51.9,45.5,60.5
"Victoria, TX",TAX,°F,64.6,68.2,73.5,79.6,86.1,91,93.1,94,89.5,82.7,73.1,66.1,80.1
"Victoria, TX",V,mi/hr,9.8,10.1,10.5,11,10.3,9.2,8.3,7.4,7.4,8.3,8.7,9.2,9.2
"Victoria, TX",I,Btu/ft2/day,849,1038,1328,1597,1823,2009,2029,1887,1596,1328,989,801,1439
"Victoria, TX",PA,lb/in2,,,,,,,,,,,,,14.63
"Waco, TX",TAN,°F,37.6,41.3,48.1,55.7,64.7,71.7,75,74.4,67.3,57.2,46.9,39,56.6
"Waco, TX",TAX,°F,58.4,62.4,69.2,77.1,84.7,91.5,95.8,96,89.4,79.8,68,59.7,77.7
"Waco, TX",V,mi/hr,9.8,10.1,11,11.2,10.1,9.6,9.6,8.5,7.8,8.7,9.4,9.4,9.6
"Waco, TX",I,Btu/ft2/day,864,1081,1387,1732,1890,2135,2198,2022,1674,1302,958,823,1505
"Waco, TX",PA,lb/in2,,,,,,,,,,,,,14.43
"Cedar City, UT",TAN,°F,19.2,23.3,28.3,33.5,42.2,50.9,59,57.7,47.7,36,25,18.7,36.8
"Cedar City, UT",TAX,°F,41.9,46,54.6,61.1,72.3,82.5,89.5,87.2,79.3,65.7,51.7,41.5,64.4
"Cedar City, UT",V,mi/hr,6.3,6.7,8.1,8.9,8.7,8.7,7.6,7.6,7.2,6.7,6.3,6.3,7.4
"Cedar City, UT",I,Btu/ft2/day,818,1072,1548,1969,2299,2534,2285,2082,1827,1355,944,741,1623
"Cedar City, UT",PA,lb/in2,,,,,,,,,,,,,12.01
"Salt Lake City, UT",TAN,°F,23.3,26.9,34.4,40.2,49,57.3,66.4,64.9,54.3,42.2,31.1,24.1,42.9
"Salt Lake City, UT",TAX,°F,37.7,43.1,53.4,60.3,71.5,81.8,92.4,90.1,78.9,64,48.7,38,63.3
"Salt Lake City, UT",V,mi/hr,6.7,7.2,8.7,9.6,8.9,9.2,8.9,9.6,8.7,8.1,7.4,7.2,8.3
"Salt Lake City, UT",I,Btu/ft2/day,596,877,1348,1685,2071,2336,2338,2052,1689,1144,700,469,1442
"Salt Lake City, UT",PA,lb/in2,,,,,,,,,,,,,12.62
"Burlington, VT",TAN,°F,11.6,13.1,22.7,35.1,46.1,56.4,61,59.2,51.5,40.2,31.6,19.8,37.4
"Burlington, VT",TAX,°F,27,29.8,39.6,54.1,66.8,76.2,79.9,78.6,70.3,56.6,45.1,33.2,54.8
"Burlington, VT",V,mi/hr,8.9,8.5,8.5,8.7,8.1,7.4,6.9,6.9,7.6,8.1,8.7,8.9,8.1
"Burlington, VT",I,Btu/ft2/day,474,733,1046,1449,1720,1874,1835,1642,1239,770,464,377,1135
"Burlington, VT",PA,lb/in2,,,,,,,,,,,,,14.52
"DC-Dulles, VA",TAN,°F,25.8,26.7,33.9,43.4,52.3,61.9,66.5,65.4,57.6,44.8,36.2,28.2,45.2
"DC-Dulles, VA",TAX,°F,42.4,45.2,54.4,66.3,74,82.5,86.4,85.9,78.3,67,56.2,45.2,65.3
"DC-Dulles, VA",V,mi/hr,7.8,8.1,8.5,8.1,6.7,6,5.8,5.6,6,6,6.7,7.2,6.9
"DC-Dulles, VA",I,Btu/ft2/day,653,939,1233,1567,1771,1900,1862,1684,1376,1062,711,590,1279
"DC-Dulles, VA",PA,lb/in2,,,,,,,,,,,,,14.55
"DC-Reagan, VA",TAN,°F,30,31.2,38.3,47.9,57,66.7,71.5,70.4,63.2,51.2,41.7,33.3,50.2
"DC-Reagan, VA",TAX,°F,43.6,46.3,55.2,66.3,74.6,83.3,87.6,86.3,79,67.6,57,46.5,66.1
"DC-Reagan, VA",V,mi/hr,9.6,9.6,10.5,9.8,8.9,8.5,8.1,7.8,8.3,8.1,8.7,8.9,8.9
"DC-Reagan, VA",I,Btu/ft2/day,653,934,1246,1578,1767,1903,1864,1712,1371,1045,718,587,1282
"DC-Reagan, VA",PA,lb/in2,,,,,,,,,,,,,14.69
"Lynchburg, VA",TAN,°F,27.6,29.1,35.9,44.7,53,61.9,65.8,64.7,57.5,45.5,36.5,29.1,46
"Lynchburg, VA",TAX,°F,45.5,48.3,57.2,67.9,74.6,82.2,85.6,84.7,77.9,67.9,57.7,47.4,66.4
"Lynchburg, VA",V,mi/hr,6,6,6.7,6.5,5.6,4.7,4.3,3.8,4.3,4.3,4.9,5.1,5.1
"Lynchburg, VA",I,Btu/ft2/day,740,1006,1334,1655,1855,2001,1913,1758,1439,1128,807,662,1358
"Lynchburg, VA",PA,lb/in2,,,,,,,,,,,,,14.2
"Norfolk, VA",TAN,°F,34.5,35.2,41.6,50.2,58.7,68.1,72.7,71.6,66.4,54.8,45.1,37.2,53
"Norfolk, VA",TAX,°F,49.3,50.9,58.3,68.1,75.1,83.1,87.2,85.2,79.3,70,60.6,52.1,68.3
"Norfolk, VA",V,mi/hr,9.8,10.1,10.5,10.7,9.8,8.7,8.3,7.8,9.2,8.7,8.9,9.2,9.2
"Norfolk, VA",I,Btu/ft2/day,723,962,1312,1674,1872,1989,1940,1743,1406,1101,807,655,1349
"Norfolk, VA",PA,lb/in2,,,,,,,,,,,,,14.68
"Richmond, VA",TAN,°F,30.2,31,38,47.2,55.8,65.2,69.5,68.3,61.2,49.2,40.2,32.3,49
"Richmond, VA",TAX,°F,47.5,50.5,59,69.7,76.6,84.7,88.5,86.9,80.3,70.2,60.2,50.1,68.7
"Richmond, VA",V,mi/hr,8.3,8.5,9.2,8.9,7.8,7.2,6.7,6.3,6.9,6.7,7.4,7.6,7.6
"Richmond, VA",I,Btu/ft2/day,723,993,1305,1650,1856,1986,1890,1735,1415,1099,798,649,1341
"Richmond, VA",PA,lb/in2,,,,,,,,,,,,,14.61
"Roanoke, VA",TAN,°F,29.4,31,37.9,46.7,54.7,63.4,67.2,66.2,58.8,47.7,38.7,31.3,47.8
"Roanoke, VA",TAX,°F,45.8,48.7,57.3,67.8,75,82.3,85.9,85.1,78,68.4,57.7,47.4,66.6
"Roanoke, VA",V,mi/hr,8.1,8.1,8.3,7.8,6.5,5.8,5.6,4.9,5.1,5.6,6.5,7.4,6.7
"Roanoke, VA",I,Btu/ft2/day,729,986,1293,1611,1795,1892,1860,1699,1395,1104,781,646,1316
"Roanoke, VA",PA,lb/in2,,,,,,,,,,,,,14.1
"Olympia, WA",TAN,°F,33.8,32.9,35.3,38,43.4,47.8,51.3,50.9,46.4,40.9,36.6,33.4,40.9
"Olympia, WA",TAX,°F,45.7,49.3,53.2,58,64.9,69.7,76.7,76.6,71.5,59.7,50.2,44.5,60
"Olympia, WA",V,mi/hr,6,5.6,6.3,6.3,6,6,5.4,4.9,4.7,5.1,6,6,5.6
"Olympia, WA",I,Btu/ft2/day,319,562,866,1257,1574,1721,1876,1624,1257,676,352,264,1029
"Olympia, WA",PA,lb/in2,,,,,,,,,,,,,14.58
"Quillayute, WA",TAN,°F,36.4,35.6,37,39.1,43.5,47.9,51.2,51,47.5,42.4,38.6,35.7,42.2
"Quillayute, WA",TAX,°F,47.1,49.5,50.8,54.2,59.1,62.7,66.9,67.6,65.8,57.9,50.7,46.5,56.6
"Quillayute, WA",V,mi/hr,6.5,6,6.3,5.8,5.4,4.9,4.7,4.5,4,4.9,6,6.3,5.4
"Quillayute, WA",I,Btu/ft2/day,304,556,831,1225,1520,1600,1681,1469,1170,653,351,257,968
"Quillayute, WA",PA,lb/in2,,,,,,,,,,,,,14.59
"Seattle, WA",TAN,°F,37.6,37.8,39.7,42.8,48,52.4,56.4,56.5,52.9,46.5,40.5,36.8,45.7
"Seattle, WA",TAX,°F,46.4,49.4,52.4,57.2,63.7,68.5,75.1,74.8,69.5,58.6,50.3,45.4,59.3
"Seattle, WA",V,mi/hr,8.5,8.3,8.5,7.8,7.6,7.6,7.2,6.9,6.7,7.2,8.1,8.7,7.8
"Seattle, WA",I,Btu/ft2/day,316,595,882,1329,1678,1842,1951,1679,1235,671,356,267,1067
"Seattle, WA",PA,lb/in2,,,,,,,,,,,,,14.47
"Spokane, WA",TAN,°F,24.3,26.4,30.9,36.4,43.8,49.9,56.7,55.7,47.7,37.3,29.3,23.7,38.5
"Spokane, WA",TAX,°F,34.1,39.7,48.1,56,65.8,72.5,83.2,82.2,72.8,57.2,41.5,33,57.2
"Spokane, WA",V,mi/hr,8.3,8.3,9.6,9.6,9.4,9.2,8.5,8.1,7.8,8.1,8.3,8.3,8.7
"Spokane, WA",I,Btu/ft2/day,345,650,1060,1497,1893,2071,2274,1947,1430,841,401,283,1224
"Spokane, WA",PA,lb/in2,,,,,,,,,,,,,13.4
"Stampede Pass, WA",TAN,°F,24,25.7,28.6,31.8,37.8,42.4,49,49.3,45.5,36.7,29.2,23.5,35.3
"Stampede Pass, WA",TAX,°F,30.7,33.8,37.9,43.1,51,56.6,65.7,65.7,60,47.3,36.2,30.1,46.5
"Stampede Pass, WA",V,mi/hr,7.4,7.4,6.9,6.7,6.9,7.4,7.4,6.9,6.7,6.7,6.9,7.4,7.2
"Stampede Pass, WA",I,Btu/ft2/day,345,595,857,1281,1599,1703,1946,1676,1218,678,366,286,1046
"Stampede Pass, WA",PA,lb/in2,,,,,,,,,,,,,12.73
"Yakima, WA",TAN,°F,24.1,27.1,30.8,35.5,43.5,49.6,55.1,53,45,35.2,27.5,23.4,37.5
"Yakima, WA",TAX,°F,38.1,46,55.3,62.6,71.8,78.6,87.9,86.2,77.9,63,47.3,36.6,62.6
"Yakima, WA",V,mi/hr,4.3,5.4,6.7,7.4,7.4,7.6,7.2,6.7,6.3,5.6,4.7,4,6
"Yakima, WA",I,Btu/ft2/day,399,740,1187,1639,1987,2252,2374,2033,1537,937,483,315,1324
"Yakima, WA",PA,lb/in2,,,,,,,,,,,,,14.14
"Beckley, WV",TAN,°F,24.2,26.2,32.9,42.7,50.3,58.6,62,61.1,54.2,43.8,35.2,27,43.2
"Beckley, WV",TAX,°F,39.5,42.2,50.7,62.6,69.3,76,78.7,78.4,72.3,62.8,51.9,41.6,60.5
"Beckley, WV",V,mi/hr,8.3,8.1,8.1,7.8,6.7,5.6,5.1,4.9,5.6,6.3,6.9,7.6,6.7
"Beckley, WV",I,Btu/ft2/day,632,847,1144,1499,1680,1797,1752,1643,1346,1018,691,538,1216
"Beckley, WV",PA,lb/in2,,,,,,,,,,,,,13.42
"Charleston, WV",TAN,°F,26.8,28.6,35.1,44.9,52.6,61.6,65.2,64.3,56.6,45,36.4,29.2,45.5
"Charleston, WV",TAX,°F,43.1,46.3,55.5,68.1,74.5,81.6,84.4,83.9,77.7,67.6,56.3,45.5,65.4
"Charleston, WV",V,mi/hr,5.4,5.1,5.1,5.1,4,3.4,3.1,2.7,2.9,3.1,4,4.7,4
"Charleston, WV",I,Btu/ft2/day,579,814,1126,1524,1737,1916,1843,1721,1378,1024,667,512,1237
"Charleston, WV",PA,lb/in2,,,,,,,,,,,,,14.16
"Elkins, WV",TAN,°F,20.6,21.5,28.1,37,45.9,55.1,58.9,58.3,50.7,38.1,30.3,22.9,39
"Elkins, WV",TAX,°F,39.7,42.3,51.2,63.3,70.5,77.7,80.5,80.3,73.9,64,52.7,42.2,61.5
"Elkins, WV",V,mi/hr,5.8,5.8,5.8,5.8,4.5,3.6,3.1,2.7,2.9,3.6,4.7,5.1,4.5
"Elkins, WV",I,Btu/ft2/day,574,794,1113,1461,1619,1793,1738,1611,1293,972,618,498,1173
"Elkins, WV",PA,lb/in2,,,,,,,,,,,,,13.69
"Huntington, WV",TAN,°F,26.7,28.9,35.9,45.8,53.7,62.5,66.1,65,57.1,45.7,37.2,29.4,46.2
"Huntington, WV",TAX,°F,42.4,45.9,55.5,67.7,74.7,82,85,84.7,78.2,67.6,55.7,44.9,65.3
"Huntington, WV",V,mi/hr,6.9,6.7,6.9,6.7,5.6,4.9,4.7,4.3,4.5,4.9,5.8,6.3,5.6
"Huntington, WV",I,Btu/ft2/day,570,828,1163,1545,1751,1915,1856,1725,1404,1045,676,519,1250
"Huntington, WV",PA,lb/in2,,,,,,,,,,,,,14.26
"Eau Claire, WI",TAN,°F,6.6,11.2,22,34.8,46.1,56.4,60.5,58.9,49.8,38.1,25.7,12.8,35.2
"Eau Claire, WI",TAX,°F,22.7,28.6,40.7,56.9,68.6,77.6,81.4,79.6,71.2,57.7,41.2,27.9,54.5
"Eau Claire, WI",V,mi/hr,7.4,7.6,7.6,8.7,8.3,7.2,6.5,6.3,6.9,7.6,7.6,7.2,7.4
"Eau Claire, WI",I,Btu/ft2/day,485,734,1116,1485,1716,1866,1895,1616,1234,802,484,377,1151
"Eau Claire, WI",PA,lb/in2,,,,,,,,,,,,,14.23
"Green Bay, WI",TAN,°F,10.7,14,23.7,35.1,45.5,55.9,59.2,58,49.6,39.1,28.4,16.9,36.3
"Green Bay, WI",TAX,°F,24.9,29.1,39.9,54.3,66.2,75.7,79.6,78.1,70.8,57.5,43.1,30.3,54.1
"Green Bay, WI",V,mi/hr,9.6,9.4,9.4,10.5,9.2,7.6,7.2,6.7,7.6,8.7,9.2,8.9,8.7
"Green Bay, WI",I,Btu/ft2/day,426,678,1103,1501,1748,1923,1900,1624,1274,820,504,373,1156
"Green Bay, WI",PA,lb/in2,,,,,,,,,,,,,14.33
"La Crosse, WI",TAN,°F,9.9,15,25.7,38.7,49.5,59.6,63.6,61.9,53.2,41.6,29.3,16.5,38.7
"La Crosse, WI",TAX,°F,25.6,31.4,43.7,58.7,70.1,79.5,83.2,81,73.2,60,43.8,30.4,56.7
"La Crosse, WI",V,mi/hr,8.7,8.9,9.2,9.8,9.2,8.1,7.6,7.4,8.3,9.2,9.4,8.7,8.7
"La Crosse, WI",I,Btu/ft2/day,507,767,1131,1445,1723,1887,1895,1615,1260,829,512,397,1164
"La Crosse, WI",PA,lb/in2,,,,,,,,,,,,,14.36
"Madison, WI",TAN,°F,12.1,16.2,25.4,36.7,47.3,57.6,61.5,59.8,51,40.1,29.3,17.6,37.9
"Madison, WI",TAX,°F,26.7,31.6,43.3,57,68.3,77.8,81,79.2,72.1,59.4,44.5,31.4,56
"Madison, WI",V,mi/hr,8.5,8.5,8.9,9.6,8.3,6.9,6.5,6,6.7,7.8,8.5,8.1,7.8
"Madison, WI",I,Btu/ft2/day,441,718,1122,1478,1735,1931,1911,1634,1324,871,541,422,1177
"Madison, WI",PA,lb/in2,,,,,,,,,,,,,14.24
"Milwaukee, WI",TAN,°F,16.9,20.6,28.5,38.1,47.7,58.5,64.2,64.1,55.9,44.6,33,21.9,41.2
"Milwaukee, WI",TAX,°F,29.5,33.1,42.5,53.6,64.5,75,79.6,78.4,71.5,59.6,46.1,33.8,55.6
"Milwaukee, WI",V,mi/hr,11,10.7,10.7,11.6,10.3,8.7,8.9,8.5,8.9,10.1,10.5,10.5,10.1
"Milwaukee, WI",I,Btu/ft2/day,477,755,1096,1444,1729,1926,1894,1612,1322,873,536,411,1173
"Milwaukee, WI",PA,lb/in2,,,,,,,,,,,,,14.34
"Casper, WY",TAN,°F,16.2,18.1,23.7,30,38.7,46.7,54.4,53.3,43.4,32.7,23.8,16.4,33.1
"Casper, WY",TAX,°F,35.1,38.5,47.8,55.6,66.5,77.7,87.6,85.6,74.2,59,44.7,35.1,58.9
